RANDOM	SIMILARITY
0.62	0.76	
0.52	0.76	
0.60	0.76	
0.62	0.76	
0.60	0.76	
0.62	0.76	
0.72	0.76	
0.64	0.76	
0.64	0.76	
0.59	0.76	
0.41	0.76	
0.57	0.76	
0.72	0.76	
0.69	0.76	
0.62	0.76	
0.62	0.76	
0.66	0.76	
0.67	0.76	
0.60	0.76	
0.43	0.76	
0.72	0.76	
0.57	0.76	
0.66	0.76	
0.69	0.76	
0.72	0.76	
0.66	0.76	
0.67	0.76	
0.64	0.76	
0.71	0.76	
0.71	0.76	
0.66	0.76	
0.60	0.76	
0.59	0.76	
0.59	0.76	
0.53	0.76	
0.60	0.76	
0.69	0.76	
0.67	0.76	
0.64	0.76	
0.64	0.76	
0.66	0.76	
0.53	0.76	
0.53	0.76	
0.69	0.76	
0.62	0.76	
0.66	0.76	
0.60	0.76	
0.66	0.76	
0.72	0.76	
