BIGGEST	SMALLEST	RANDOM	SIMILARITY
0,74	0,40	0,55	0,74	
0,74	0,40	0,64	0,74	
0,74	0,40	0,64	0,74	
0,74	0,40	0,64	0,74	
0,74	0,40	0,58	0,73	
0,74	0,40	0,64	0,73	
0,74	0,40	0,60	0,73	
0,74	0,40	0,59	0,73	
0,74	0,40	0,62	0,73	
0,74	0,40	0,54	0,73	
0,74	0,40	0,67	0,74	
0,74	0,40	0,65	0,74	
0,74	0,40	0,60	0,73	
0,74	0,40	0,65	0,74	
0,74	0,40	0,73	0,74	
0,74	0,40	0,62	0,74	
0,74	0,40	0,51	0,74	
0,74	0,40	0,59	0,73	
0,74	0,40	0,51	0,74	
0,74	0,40	0,63	0,73	
0,74	0,40	0,71	0,73	
0,74	0,40	0,62	0,73	
0,74	0,40	0,68	0,74	
0,74	0,40	0,68	0,74	
0,74	0,40	0,68	0,74	
0,74	0,40	0,59	0,74	
0,74	0,40	0,64	0,73	
0,74	0,40	0,59	0,73	
0,74	0,40	0,55	0,73	
0,74	0,40	0,53	0,73	
0,74	0,40	0,62	0,73	
0,74	0,40	0,67	0,73	
0,74	0,40	0,58	0,73	
0,74	0,40	0,55	0,73	
0,74	0,40	0,54	0,73	
0,74	0,40	0,60	0,74	
0,74	0,40	0,68	0,73	
0,74	0,40	0,67	0,73	
0,74	0,40	0,51	0,74	
0,74	0,40	0,67	0,73	
0,74	0,40	0,69	0,73	
0,74	0,40	0,71	0,73	
0,74	0,40	0,49	0,73	
0,74	0,40	0,59	0,74	
0,74	0,40	0,69	0,74	
0,74	0,40	0,63	0,74	
0,74	0,40	0,58	0,74	
0,74	0,40	0,59	0,73	
0,74	0,40	0,58	0,73	
0,74	0,40	0,55	0,73	
0,74	0,40	0,67	0,73	
0,74	0,40	0,58	0,74	
0,74	0,40	0,76	0,73	
0,74	0,40	0,63	0,73	
0,74	0,40	0,54	0,74	
0,74	0,40	0,54	0,73	
0,74	0,40	0,54	0,74	
0,74	0,40	0,68	0,73	
0,74	0,40	0,63	0,74	
0,74	0,40	0,60	0,74	
0,74	0,40	0,71	0,74	
0,74	0,40	0,55	0,74	
0,74	0,40	0,67	0,73	
0,74	0,40	0,63	0,73	
0,74	0,40	0,62	0,74	
0,74	0,40	0,55	0,73	
0,74	0,40	0,56	0,74	
0,74	0,40	0,65	0,74	
0,74	0,40	0,64	0,73	
0,74	0,40	0,60	0,74	
0,74	0,40	0,58	0,73	
0,74	0,40	0,65	0,73	
0,74	0,40	0,67	0,73	
0,74	0,40	0,62	0,74	
0,74	0,40	0,63	0,73	
0,74	0,40	0,63	0,74	
0,74	0,40	0,65	0,74	
0,74	0,40	0,65	0,74	
0,74	0,40	0,58	0,74	
0,74	0,40	0,68	0,73	
0,74	0,40	0,67	0,73	
0,74	0,40	0,63	0,73	
0,74	0,40	0,63	0,74	
0,74	0,40	0,65	0,74	
0,74	0,40	0,72	0,74	
0,74	0,40	0,55	0,73	
0,74	0,40	0,63	0,74	
0,74	0,40	0,55	0,74	
0,74	0,40	0,69	0,73	
0,74	0,40	0,56	0,74	
0,74	0,40	0,59	0,74	
0,74	0,40	0,68	0,74	
0,74	0,40	0,63	0,74	
0,74	0,40	0,59	0,74	
0,74	0,40	0,59	0,73	
0,69	0,44	0,74	0,83	
0,69	0,44	0,47	0,84	
0,69	0,44	0,51	0,83	
0,69	0,44	0,73	0,84	
0,69	0,44	0,56	0,83	
0,69	0,44	0,72	0,83	
0,69	0,44	0,60	0,83	
0,69	0,44	0,54	0,84	
0,69	0,44	0,52	0,83	
0,69	0,44	0,61	0,83	
0,69	0,44	0,58	0,83	
0,69	0,44	0,69	0,83	
0,69	0,44	0,65	0,83	
0,69	0,44	0,63	0,83	
0,69	0,44	0,63	0,84	
0,69	0,44	0,54	0,84	
0,69	0,44	0,55	0,84	
0,69	0,44	0,66	0,84	
0,69	0,44	0,55	0,83	
0,69	0,44	0,49	0,83	
0,69	0,44	0,60	0,84	
0,69	0,44	0,62	0,84	
0,69	0,44	0,68	0,84	
0,69	0,44	0,62	0,83	
0,69	0,44	0,47	0,83	
0,69	0,44	0,54	0,83	
0,69	0,44	0,54	0,84	
0,69	0,44	0,76	0,83	
0,69	0,44	0,65	0,83	
0,69	0,44	0,68	0,83	
0,69	0,44	0,59	0,84	
0,69	0,44	0,49	0,83	
0,69	0,44	0,56	0,83	
0,69	0,44	0,55	0,83	
0,69	0,44	0,71	0,84	
0,69	0,44	0,79	0,84	
0,69	0,44	0,64	0,84	
0,69	0,44	0,64	0,84	
0,69	0,44	0,56	0,83	
0,69	0,44	0,62	0,83	
0,69	0,44	0,63	0,83	
0,69	0,44	0,54	0,83	
0,69	0,44	0,73	0,83	
0,69	0,44	0,54	0,84	
0,69	0,44	0,71	0,83	
0,69	0,44	0,56	0,83	
0,69	0,44	0,52	0,84	
0,69	0,44	0,62	0,84	
0,69	0,44	0,55	0,83	
0,69	0,44	0,53	0,83	
0,69	0,44	0,58	0,84	
0,69	0,44	0,57	0,83	
0,69	0,44	0,62	0,84	
0,69	0,44	0,72	0,83	
0,69	0,44	0,72	0,83	
0,69	0,44	0,60	0,84	
0,69	0,44	0,55	0,84	
0,69	0,44	0,44	0,83	
0,69	0,44	0,51	0,83	
0,69	0,44	0,62	0,83	
0,69	0,44	0,61	0,83	
0,69	0,44	0,64	0,84	
0,69	0,44	0,41	0,83	
0,69	0,44	0,53	0,84	
0,69	0,44	0,54	0,84	
0,69	0,44	0,58	0,84	
0,69	0,44	0,71	0,84	
0,69	0,44	0,55	0,83	
0,69	0,44	0,46	0,84	
0,69	0,44	0,55	0,83	
0,69	0,44	0,68	0,84	
0,69	0,44	0,60	0,83	
0,69	0,44	0,65	0,83	
0,69	0,44	0,60	0,84	
0,69	0,44	0,54	0,84	
0,69	0,44	0,72	0,83	
0,69	0,44	0,71	0,83	
0,69	0,44	0,71	0,83	
0,69	0,44	0,76	0,84	
0,69	0,44	0,56	0,83	
0,69	0,44	0,50	0,83	
0,69	0,44	0,55	0,83	
0,69	0,44	0,49	0,84	
0,69	0,44	0,65	0,83	
0,69	0,44	0,64	0,83	
0,69	0,44	0,67	0,83	
0,69	0,44	0,65	0,83	
0,69	0,44	0,76	0,84	
0,69	0,44	0,65	0,84	
0,69	0,44	0,62	0,83	
0,69	0,44	0,59	0,84	
0,69	0,44	0,51	0,84	
0,69	0,44	0,51	0,83	
0,69	0,44	0,58	0,83	
0,69	0,44	0,45	0,84	
0,69	0,44	0,56	0,84	
0,69	0,44	0,58	0,83	
0,69	0,44	0,72	0,83	
0,69	0,44	0,65	0,83	
0,69	0,44	0,58	0,84	
0,53	0,53	0,52	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,53	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,53	0,76	
0,53	0,53	0,52	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,78	0,76	
0,53	0,53	0,74	0,76	
0,53	0,53	0,71	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,74	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,74	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,71	0,76	
0,53	0,53	0,50	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,55	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,45	0,76	
0,53	0,53	0,50	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,71	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,53	0,76	
0,53	0,53	0,47	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,47	0,76	
0,53	0,53	0,74	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,50	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,53	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,57	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,64	0,76	
0,53	0,53	0,59	0,76	
0,53	0,53	0,45	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,59	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,71	0,76	
0,53	0,53	0,50	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,41	0,76	
0,53	0,53	0,67	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,66	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,69	0,76	
0,53	0,53	0,59	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,72	0,76	
0,53	0,53	0,60	0,76	
0,53	0,53	0,62	0,76	
0,53	0,53	0,66	0,76	
